City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Paranhos,BR,2022-05-08 22:56:28,-23.8928,-55.4311,60.42,79,0,5.82
293,Buala,SB,2022-05-08 22:56:29,-8.145,159.5921,83.7,79,96,10.33
294,Naze,JP,2022-05-08 22:56:29,28.3667,129.4833,70.72,89,92,6.24
295,Roblin,CA,2022-05-08 22:56:30,51.23,-101.3565,59.36,44,56,5.84
296,Ballina,AU,2022-05-08 22:54:04,-28.8667,153.5667,67.96,76,100,8.05
297,Sao Felix Do Xingu,BR,2022-05-08 22:56:31,-6.6447,-51.995,76.82,79,66,1.68
298,Rehoboth,NA,2022-05-08 22:56:31,-23.3167,17.0833,47.93,44,0,2.75
299,Kwinana,AU,2022-05-08 22:56:32,-32.25,115.7667,57.34,95,1,5.48
300,Mehamn,NO,2022-05-08 22:56:32,71.0357,27.8492,30.11,80,100,18.21
301,Rio Cuarto,AR,2022-05-08 22:56:33,-33.1307,-64.3499,71.37,53,0,5.75
302,Paoua,CF,2022-05-08 22:56:33,7.2427,16.4406,76.68,64,82,6.11
303,Te Anau,NZ,2022-05-08 22:56:34,-45.4167,167.7167,51.37,89,100,0.87
304,Tigil,RU,2022-05-08 22:56:34,57.8,158.6667,42.35,90,100,2.33
305,Leh,IN,2022-05-08 22:56:35,34.1667,77.5833,44.08,52,1,4.16
306,Altus,US,2022-05-08 22:56:36,34.6381,-99.334,107.11,5,0,5.75
307,Podares,MK,2022-05-08 22:56:36,41.6139,22.5422,51.21,81,96,3.09
308,Tateyama,JP,2022-05-08 22:56:37,34.9833,139.8667,59.09,82,75,12.66
309,Jalu,LY,2022-05-08 22:56:37,29.0331,21.5482,71.6,29,0,13.53
310,San Patricio,US,2022-05-08 22:56:38,28.017,-97.5169,88.52,59,1,20.31
311,Sambava,MG,2022-05-08 22:56:38,-14.2667,50.1667,73.78,91,17,7.65
312,Kahama,TZ,2022-05-08 22:56:39,-3.8333,32.6,67.3,71,99,2.51
313,Ust-Barguzin,RU,2022-05-08 22:56:39,53.45,108.9833,34.12,71,100,6.02
314,Marrakesh,MA,2022-05-08 22:51:51,31.6315,-8.0083,80.67,21,0,4.61
315,Raudeberg,NO,2022-05-08 22:56:40,61.9875,5.1352,46.96,49,100,21.5
316,Pontes E Lacerda,BR,2022-05-08 22:56:41,-15.2261,-59.3353,72.3,68,49,4.68
317,Amantea,IT,2022-05-08 22:56:41,39.1332,16.0746,59.16,80,94,8.5
318,Severo-Kurilsk,RU,2022-05-08 22:56:42,50.6789,156.125,38.39,96,100,16.6
319,Atbasar,KZ,2022-05-08 22:56:43,51.8,68.3333,45.5,45,56,10.58
320,Dali,CN,2022-05-08 22:56:43,25.7,100.1833,57.45,92,29,4.76
321,Pavlovka,RU,2022-05-08 22:56:44,52.6897,47.1405,45.32,57,52,2.68
322,Alto Araguaia,BR,2022-05-08 22:53:11,-17.3147,-53.2153,68.05,51,0,3.58
323,Poum,NC,2022-05-08 22:57:45,-20.2333,164.0167,77.38,62,100,20.54
324,Humberto De Campos,BR,2022-05-08 22:57:45,-2.5983,-43.4611,75.38,94,100,0.83
325,Sergiyevsk,RU,2022-05-08 22:57:46,53.9413,51.165,47.07,56,86,3.04
326,Haverfordwest,GB,2022-05-08 22:57:46,51.8017,-4.9691,51.06,94,84,1.99
327,Kitimat,CA,2022-05-08 22:57:47,54.0524,-128.6534,55.78,58,100,1.01
328,Pisco,PE,2022-05-08 22:57:47,-13.7,-76.2167,68.05,77,0,20.71
329,Grand Gaube,MU,2022-05-08 22:55:09,-20.0064,57.6608,72.37,80,3,1.99
330,Sarahan,IN,2022-05-08 22:57:48,31.5167,77.8,54.95,53,6,6.6
331,Maracacume,BR,2022-05-08 22:57:49,-2.0428,-45.9592,72.93,98,100,1.92
332,Sobolevo,RU,2022-05-08 22:57:49,54.4299,31.8996,39.11,79,84,7.09
333,Rizhao,CN,2022-05-08 22:57:50,35.4275,119.4553,51.24,69,90,9.31
334,Korla,CN,2022-05-08 22:57:51,41.7597,86.1469,65.07,50,0,5.35
335,Klaksvik,FO,2022-05-08 22:57:51,62.2266,-6.589,49.12,98,100,19.89
336,Uvira,CD,2022-05-08 22:57:52,-3.4067,29.1458,72.0,86,84,3.49
337,Pahrump,US,2022-05-08 22:57:17,36.2083,-115.9839,78.94,11,1,13.0
338,Longyearbyen,SJ,2022-05-08 22:57:52,78.2186,15.6401,15.64,62,75,16.11
339,Joshimath,IN,2022-05-08 22:57:53,30.5667,79.5667,59.2,54,4,5.28
340,Esperance,AU,2022-05-08 22:57:54,-33.8667,121.9,53.44,50,1,8.37
341,Isangel,VU,2022-05-08 22:57:54,-19.55,169.2667,78.1,64,30,16.17
342,Akdepe,TM,2022-05-08 22:57:55,42.0551,59.3788,69.89,65,81,7.11
343,Campechuela,CU,2022-05-08 22:57:56,20.2342,-77.2789,82.35,67,6,10.92
344,Tazovskiy,RU,2022-05-08 22:57:56,67.4667,78.7,33.03,99,100,13.76
345,Dzilam Gonzalez,MX,2022-05-08 22:57:57,21.2833,-88.9333,89.53,55,0,11.56
346,Reconquista,AR,2022-05-08 22:57:57,-29.15,-59.65,60.62,68,50,5.84
347,Axim,GH,2022-05-08 22:57:58,4.8699,-2.2405,80.49,84,89,9.24
348,Damghan,IR,2022-05-08 22:57:59,36.1683,54.348,57.85,58,2,9.06
349,Mahajanga,MG,2022-05-08 22:57:59,-15.7167,46.3167,77.02,88,20,1.14
350,Sandwick,GB,2022-05-08 22:58:00,60.0,-1.25,48.02,87,0,19.57
351,Chuncheng,CN,2022-05-08 22:58:01,22.1731,111.7886,71.8,91,100,1.68
352,Pemangkat,ID,2022-05-08 22:58:01,1.1667,108.9667,78.37,85,100,6.33
353,Sao Sebastiao,BR,2022-05-08 22:58:02,-23.76,-45.4097,68.9,90,85,5.73
354,Syamzha,RU,2022-05-08 22:58:02,60.0158,41.0614,39.24,95,100,7.61
355,Jacksonville Beach,US,2022-05-08 22:58:03,30.2947,-81.3931,76.05,75,75,13.8
356,Salto,UY,2022-05-08 22:56:26,-31.3833,-57.9667,63.88,87,69,3.71
357,Zhaozhou,CN,2022-05-08 22:58:04,45.6833,125.3167,58.98,23,0,9.01
358,Boa Esperanca,BR,2022-05-08 22:58:04,-21.09,-45.5658,67.03,72,46,4.47
359,Necochea,AR,2022-05-08 22:58:05,-38.5473,-58.7368,63.21,74,29,7.92
360,Eureka,US,2022-05-08 22:57:28,40.8021,-124.1637,51.21,71,88,5.99
361,Lulea,SE,2022-05-08 22:58:06,65.5842,22.1547,33.87,64,53,0.0
362,Fugen,AT,2022-05-08 22:58:06,47.35,11.85,57.4,76,100,0.69
363,Sur,OM,2022-05-08 22:58:07,22.5667,59.5289,87.55,37,0,11.07
364,Pochutla,MX,2022-05-08 22:58:08,15.7432,-96.4661,87.82,49,63,7.27
365,Kouqian,CN,2022-05-08 22:59:08,43.6391,126.4578,56.21,30,0,4.9
366,Aktash,RU,2022-05-08 22:59:09,50.3,87.7333,16.9,89,32,1.41
367,Namatanai,PG,2022-05-08 22:59:10,-3.6667,152.4333,84.34,73,98,12.88
368,Brodokalmak,RU,2022-05-08 22:59:10,55.5748,62.082,47.3,41,97,6.85
369,Alugan,PH,2022-05-08 22:59:11,12.2188,125.4808,81.45,79,68,9.51
370,Nome,US,2022-05-08 22:59:12,64.5011,-165.4064,33.17,93,100,19.57
371,Mandalgovi,MN,2022-05-08 22:59:12,45.7625,106.2708,40.89,75,44,27.69
372,Namibe,AO,2022-05-08 22:59:13,-15.1961,12.1522,73.45,59,0,8.79
373,Monreal,PH,2022-05-08 22:59:13,12.644,123.6648,81.34,79,47,8.03
374,Avera,US,2022-05-08 22:59:14,33.194,-82.5271,69.31,53,70,4.92
375,Akyab,MM,2022-05-08 22:59:14,20.15,92.9,78.64,89,100,10.2
376,Coquimbo,CL,2022-05-08 22:59:15,-29.9533,-71.3436,60.53,72,0,4.61
377,Vallenar,CL,2022-05-08 22:59:16,-28.5708,-70.7581,59.4,66,83,3.15
378,Half Moon Bay,US,2022-05-08 22:59:16,37.4636,-122.4286,61.88,59,0,13.8
379,Segovia,ES,2022-05-08 22:59:17,41.1667,-4.0,52.39,58,1,3.8
380,Bilma,NE,2022-05-08 22:59:18,18.6853,12.9164,92.07,11,95,1.12
381,Jasper,US,2022-05-08 22:59:01,37.2001,-94.3502,80.87,59,88,1.99
382,Tupik,RU,2022-05-08 22:59:18,54.4253,119.9327,54.84,37,99,3.67
383,Mabama,TZ,2022-05-08 22:59:19,-5.1333,32.5333,68.94,71,100,2.64
384,Alekseyevsk,RU,2022-05-08 22:59:19,57.8406,108.3492,30.58,70,98,11.05
385,Palmer,US,2022-05-08 22:59:20,42.1584,-72.3287,54.59,31,100,5.99
386,Hirara,JP,2022-05-08 22:59:21,24.8,125.2833,76.86,94,75,10.36
387,Opuwo,NA,2022-05-08 22:59:21,-18.0607,13.84,63.36,43,0,3.02
388,Salekhard,RU,2022-05-08 22:59:22,66.53,66.6019,34.57,100,100,7.65
389,Vila Franca Do Campo,PT,2022-05-08 22:59:22,37.7167,-25.4333,64.2,84,82,2.51
390,Grand-Santi,GF,2022-05-08 22:59:23,4.25,-54.3833,74.75,96,29,2.37
391,Florence,IT,2022-05-08 22:56:31,43.7667,11.25,64.08,68,0,4.61
392,Husavik,IS,2022-05-08 22:59:24,66.0449,-17.3389,41.65,91,99,5.03
393,Chuy,UY,2022-05-08 22:59:24,-33.6971,-53.4616,58.39,82,2,4.99
394,Gizo,SB,2022-05-08 22:59:25,-8.103,156.8419,84.22,73,85,7.0
395,Puerto Wilches,CO,2022-05-08 22:59:25,7.3483,-73.896,91.96,81,27,2.28
396,Oshikango,NA,2022-05-08 22:59:26,-17.4,15.8833,68.5,31,0,4.99
397,Esna,EG,2022-05-08 22:59:26,25.2934,32.554,84.22,15,72,2.13
398,Livingstonia,MW,2022-05-08 22:59:27,-10.606,34.1063,61.29,80,11,2.86
399,Santa Cruz,BO,2022-05-08 22:59:28,-17.8,-63.1667,80.65,54,40,13.8
400,Sumbe,AO,2022-05-08 22:59:28,-11.2061,13.8437,75.92,90,16,8.43
401,Srednekolymsk,RU,2022-05-08 22:59:29,67.45,153.6833,33.33,92,34,8.16
402,Mareeba,AU,2022-05-08 22:59:29,-17.0,145.4333,73.44,94,24,9.95
403,Comodoro Rivadavia,AR,2022-05-08 22:59:30,-45.8667,-67.5,58.86,29,0,8.05
404,Orlik,RU,2022-05-08 22:59:31,52.5178,99.825,25.77,55,100,5.84
405,Erzurum,TR,2022-05-08 22:59:31,40.0,41.5,40.68,82,40,2.3
406,Payo,ID,2022-05-08 22:59:32,-3.7508,103.6372,73.26,85,97,1.66
407,Domoni,KM,2022-05-08 22:59:32,-12.2569,44.5319,79.48,82,38,7.56
408,Port Lincoln,AU,2022-05-08 22:59:33,-34.7333,135.8667,58.98,71,99,6.87
409,Tasiilaq,GL,2022-05-08 22:59:33,65.6145,-37.6368,31.48,71,99,2.19
410,Diamantino,BR,2022-05-08 22:59:34,-14.4086,-56.4461,74.12,52,21,3.02
411,Kahului,US,2022-05-08 22:59:34,20.8947,-156.47,82.85,74,18,11.99
412,Xining,CN,2022-05-08 23:00:35,36.6167,101.7667,46.04,77,1,2.39
413,Palauig,PH,2022-05-08 23:00:36,15.435,119.9045,83.26,63,32,3.6
414,Solenzo,BF,2022-05-08 23:00:36,12.1833,-4.0833,91.6,32,79,7.11
415,Develi,TR,2022-05-08 23:00:37,38.3906,35.4922,40.35,78,81,0.94
416,Gamba,GA,2022-05-08 23:00:38,-2.65,10.0,77.52,91,80,3.83
417,Aripuana,BR,2022-05-08 23:00:38,-9.1667,-60.6333,75.18,95,49,2.62
418,Olafsvik,IS,2022-05-08 23:00:39,64.8945,-23.7142,43.65,92,100,17.83
419,Lagoa,PT,2022-05-08 23:00:39,39.05,-27.9833,61.52,83,61,9.53
420,Coahuayana,MX,2022-05-08 23:00:40,18.7333,-103.6833,84.42,54,10,7.23
421,Rocha,UY,2022-05-08 23:00:40,-34.4833,-54.3333,56.37,84,0,5.3
422,Potsdam,DE,2022-05-08 23:00:41,52.3989,13.0657,53.19,67,2,1.01
423,Kushima,JP,2022-05-08 23:00:42,31.4583,131.2333,67.26,89,100,2.53
424,Soc Trang,VN,2022-05-08 23:00:43,9.6033,105.98,77.99,89,99,10.94
425,Turayf,SA,2022-05-08 23:00:43,31.6725,38.6637,62.19,24,0,6.35
426,Tartagal,AR,2022-05-08 23:00:44,-22.5164,-63.8013,67.19,69,97,5.5
427,Booue,GA,2022-05-08 23:00:44,-0.0921,11.9385,74.08,97,86,1.21
428,Campo Maior,BR,2022-05-08 23:00:45,-4.8278,-42.1686,77.41,84,100,4.18
429,Libreville,GA,2022-05-08 23:00:45,0.3925,9.4537,79.88,84,100,4.45
430,Fukue,JP,2022-05-08 23:00:46,32.6881,128.8419,63.36,70,54,22.37
431,Maracaju,BR,2022-05-08 22:57:30,-21.6144,-55.1683,65.34,63,1,7.11
432,Svetlyy,RU,2022-05-08 23:00:47,54.675,20.1347,48.25,67,86,10.58
433,Ahipara,NZ,2022-05-08 23:00:47,-35.1667,173.1667,66.49,75,98,11.23
434,Dubai,AE,2022-05-08 22:58:51,25.2582,55.3047,86.25,48,0,5.75
435,Mersin,TR,2022-05-08 23:00:20,36.862,34.6509,63.37,65,95,3.24
436,Puerto Madryn,AR,2022-05-08 23:00:48,-42.7692,-65.0385,60.4,36,41,7.72
437,College,US,2022-05-08 23:00:49,64.8569,-147.8028,46.09,52,100,5.99
438,Gold Coast,AU,2022-05-08 22:57:45,-28.0,153.4333,65.89,94,100,11.5
439,Siedlce,PL,2022-05-08 23:00:50,52.1677,22.2901,45.55,94,41,7.83
440,General Pico,AR,2022-05-08 23:00:50,-35.6566,-63.7568,67.48,52,100,5.1
441,Hervey Bay,AU,2022-05-08 23:00:51,-25.2986,152.8535,72.01,82,100,9.22
442,Bodden Town,KY,2022-05-08 23:00:51,19.2833,-81.25,84.99,72,4,7.0
443,Kedrovyy,RU,2022-05-08 23:00:52,56.1667,91.8167,19.81,61,29,3.71
444,Nukus,UZ,2022-05-08 23:00:52,42.4531,59.6103,67.98,77,0,4.61
445,Banff,CA,2022-05-08 23:00:29,51.1762,-115.5698,33.49,56,100,1.68
446,Okakarara,NA,2022-05-08 23:00:53,-20.5833,17.4333,55.02,37,0,4.65
447,Vila Velha,BR,2022-05-08 23:00:54,-20.3297,-40.2925,72.66,82,1,12.55
448,Imbituba,BR,2022-05-08 23:00:55,-28.24,-48.6703,63.27,81,0,8.55
449,Ambilobe,MG,2022-05-08 23:00:56,-13.2,49.05,71.65,94,18,3.42
450,Kurilsk,RU,2022-05-08 23:00:56,45.2333,147.8833,43.65,63,3,11.23
451,Esmeraldas,BR,2022-05-08 23:00:57,-19.7625,-44.3139,64.89,78,45,5.79
452,Faya,SA,2022-05-08 23:00:57,18.3851,42.4509,68.59,54,1,1.12
453,Minab,IR,2022-05-08 23:00:58,27.1467,57.0801,84.7,39,0,5.3
454,San Jose,US,2022-05-08 23:00:59,37.3394,-121.895,62.49,42,40,21.85
455,Port Moresby,PG,2022-05-08 23:00:18,-9.4431,147.1797,83.43,74,37,1.21
456,Iskateley,RU,2022-05-08 23:01:59,67.6803,53.1512,28.47,95,100,7.56
457,Strezhevoy,RU,2022-05-08 23:02:00,60.7333,77.5889,34.54,85,55,5.55
458,Bagdarin,RU,2022-05-08 23:02:01,54.4333,113.6,36.63,72,100,6.85
459,Zamora,EC,2022-05-08 22:59:22,-4.0692,-78.9567,83.44,98,96,1.28
460,Tetelzingo,MX,2022-05-08 23:02:02,19.0667,-97.15,72.9,37,65,6.89
461,Chipinge,ZW,2022-05-08 23:02:02,-20.1883,32.6236,62.06,73,39,3.91
462,Apache Junction,US,2022-05-08 23:02:03,33.4151,-111.5496,95.11,9,0,23.02
463,Oriximina,BR,2022-05-08 23:02:03,-1.7656,-55.8661,74.93,95,85,2.84
464,Seoul,KR,2022-05-08 22:58:47,37.5683,126.9778,54.97,79,0,4.61
465,Howard Springs,AU,2022-05-08 23:02:04,-12.497,131.047,77.88,58,2,9.62
466,Nioro,GM,2022-05-08 23:02:05,13.35,-15.75,79.7,51,13,8.66
467,Shwebo,MM,2022-05-08 23:02:05,22.5667,95.7,76.64,87,100,4.47
468,Roma,US,2022-05-08 23:02:06,43.2128,-75.4557,62.74,23,0,10.36
469,Nizwa,OM,2022-05-08 23:02:06,22.9333,57.5333,81.73,28,0,1.14
470,Auch,FR,2022-05-08 23:02:07,43.65,0.5833,59.88,68,30,3.0
471,Visby,SE,2022-05-08 23:02:08,57.6409,18.296,35.82,87,14,8.05
472,Milos,GR,2022-05-08 23:02:09,36.75,24.4333,60.24,75,100,15.79
473,Yerbogachen,RU,2022-05-08 23:02:09,61.2767,108.0108,27.88,78,100,11.12
474,Darovskoy,RU,2022-05-08 23:02:10,58.77,47.9564,47.95,71,58,9.37
475,Vrangel,RU,2022-05-08 23:02:12,42.7297,133.0839,49.37,51,16,6.96
476,Gat,IL,2022-05-08 23:02:13,31.61,34.7642,65.39,37,4,5.14
477,Narsaq,GL,2022-05-08 23:02:13,60.9167,-46.05,50.22,81,88,3.18
478,Marawi,PH,2022-05-08 23:02:14,7.9986,124.2928,72.73,91,97,1.52
479,Kumi,KR,2022-05-08 23:02:14,36.1136,128.336,56.75,84,100,0.74
480,Havre-Saint-Pierre,CA,2022-05-08 23:02:15,50.2334,-63.5986,39.51,79,17,14.88
481,Laem Sing,TH,2022-05-08 23:02:15,12.4816,102.0738,83.14,100,100,3.27
482,Berlevag,NO,2022-05-08 23:02:16,70.8578,29.0864,30.15,80,100,20.71
483,Manyana,BW,2022-05-08 23:02:17,-23.4,21.7167,49.12,32,0,7.78
484,La Baule-Escoublac,FR,2022-05-08 23:02:17,47.2922,-2.364,60.46,87,0,6.91
485,Antofagasta,CL,2022-05-08 23:00:02,-23.65,-70.4,59.38,91,8,5.61
486,Riachao,BR,2022-05-08 23:02:18,-7.3619,-46.6172,75.22,61,94,0.76
487,Port-Gentil,GA,2022-05-08 23:02:19,-0.7193,8.7815,82.36,83,40,6.91
488,Chakradharpur,IN,2022-05-08 23:02:20,22.7,85.6333,78.08,74,6,2.06
489,Vardo,NO,2022-05-08 23:02:20,70.3705,31.1107,28.38,80,75,17.27
490,Baykit,RU,2022-05-08 23:02:21,61.67,96.37,24.82,88,96,3.0
491,Teguise,ES,2022-05-08 23:02:21,29.0605,-13.564,64.62,77,0,18.41
492,Verkhnyaya Inta,RU,2022-05-08 23:02:22,65.9811,60.3094,46.18,72,100,13.78
493,Kastamonu,TR,2022-05-08 23:02:22,41.5,33.6667,38.23,90,0,1.36
494,Bekhtery,UA,2022-05-08 23:02:23,46.251,32.2927,50.94,59,0,4.16
495,Natal,BR,2022-05-08 23:02:24,-5.795,-35.2094,79.45,89,40,5.75
496,Amarante Do Maranhao,BR,2022-05-08 23:02:24,-5.5667,-46.7422,75.31,67,100,0.58
497,Teya,RU,2022-05-08 23:02:25,60.3778,92.6267,23.67,92,99,6.04
498,Vilhena,BR,2022-05-08 23:02:25,-12.7406,-60.1458,73.17,65,54,2.17
499,Port Hedland,AU,2022-05-08 23:02:26,-20.3167,118.5667,71.65,35,91,10.36
500,Papara,BR,2022-05-08 23:02:26,-3.9839,-38.7273,77.68,94,100,2.51
501,Talcahuano,CL,2022-05-08 23:00:16,-36.7167,-73.1167,54.68,95,100,3.29
502,Port Blair,IN,2022-05-08 23:03:27,11.6667,92.75,83.05,81,98,16.6
503,Annau,TM,2022-05-08 23:03:28,37.8876,58.516,65.48,79,100,10.92
504,Osa,RU,2022-05-08 23:03:28,57.2829,55.4567,44.53,73,5,4.43
505,Prado,BR,2022-05-08 23:03:29,-17.3411,-39.2208,72.32,90,100,8.61
506,Vanavara,RU,2022-05-08 23:03:30,60.34,102.2797,25.47,88,100,9.73
507,Komsomolskiy,UZ,2022-05-08 23:03:30,40.4272,71.7189,73.06,35,0,3.15
508,Mendoza,AR,2022-05-08 23:03:31,-32.8908,-68.8272,63.32,50,88,4.56
509,Hohhot,CN,2022-05-08 23:03:32,40.8106,111.6522,53.82,64,96,3.69
510,Greenwood,US,2022-05-08 23:00:19,34.1668,-82.1165,65.8,65,87,6.71
511,Esso,RU,2022-05-08 23:03:32,55.9333,158.7,42.19,100,100,5.44
512,Patamundai,IN,2022-05-08 23:03:33,20.5667,86.5667,81.57,80,100,2.95
513,Puerto Escondido,MX,2022-05-08 23:03:33,15.85,-97.0667,86.83,66,40,5.75
514,Topola,RS,2022-05-08 23:03:34,44.2542,20.6825,51.57,47,99,3.42
515,Constitucion,CL,2022-05-08 23:00:56,-35.3333,-72.4167,53.56,94,96,6.53
516,Oktyabrskoye,RU,2022-05-08 23:03:35,43.0645,44.7417,46.54,87,100,6.71
517,Sydney,AU,2022-05-08 23:00:31,-33.8679,151.2073,60.31,84,75,16.11
518,Verkh-Usugli,RU,2022-05-08 23:03:36,52.7,115.1667,46.63,66,100,8.9
519,Valparaiso,CL,2022-05-08 23:00:23,-33.0393,-71.6273,57.47,80,85,5.19
520,Safaga,EG,2022-05-08 23:03:37,26.7292,33.9365,80.06,33,95,5.53
521,Townsville,AU,2022-05-08 23:00:00,-19.25,146.8,74.28,83,75,5.75
522,Novobirilyussy,RU,2022-05-08 23:03:37,56.9514,90.6661,28.89,57,2,4.23
523,Wanning,CN,2022-05-08 23:03:38,18.8003,110.3967,77.13,87,100,2.89
524,Umm Kaddadah,SD,2022-05-08 23:03:38,13.6017,26.6876,81.41,7,48,12.93
525,Severo-Yeniseyskiy,RU,2022-05-08 23:03:39,60.3725,93.0408,19.92,95,98,6.87
526,Atambua,ID,2022-05-08 23:03:40,-9.1061,124.8925,75.42,79,24,8.95
527,Bud,US,2022-05-08 23:03:40,39.447,-86.1758,69.82,45,78,11.39
528,Ishigaki,JP,2022-05-08 23:03:41,24.3448,124.1572,77.13,94,100,6.91
529,Cordele,US,2022-05-08 23:03:41,31.9635,-83.7824,77.52,53,75,5.75
530,Mahibadhoo,MV,2022-05-08 23:03:42,3.7833,72.9667,83.75,78,100,18.79
531,Zhigansk,RU,2022-05-08 23:03:42,66.7697,123.3711,18.25,91,100,24.4
532,Tongchuan,CN,2022-05-08 23:03:43,35.0806,109.0897,51.24,96,100,2.62
533,Viradouro,BR,2022-05-08 23:03:43,-20.8731,-48.2969,70.59,72,70,2.1
534,Lorengau,PG,2022-05-08 23:01:22,-2.0226,147.2712,85.46,69,58,16.44
535,Antsohihy,MG,2022-05-08 23:03:44,-14.8796,47.9875,73.31,94,32,2.77
536,San Cristobal,VE,2022-05-08 23:03:45,7.7669,-72.225,70.45,91,79,4.14
537,Jacqueville,CI,2022-05-08 23:03:45,5.2052,-4.4146,81.57,81,100,12.28
538,Forio,IT,2022-05-08 23:03:46,40.7342,13.8646,62.82,84,90,4.0
539,Izumo,JP,2022-05-08 23:03:46,35.3667,132.7667,58.41,66,100,13.02
540,Broome,US,2022-05-08 23:03:47,42.2506,-75.833,61.57,27,0,10.36
541,Cap-Aux-Meules,CA,2022-05-08 23:03:48,47.3821,-61.8597,38.59,76,0,10.27
542,Byron Bay,AU,2022-05-08 23:03:49,-28.65,153.6167,61.72,73,100,11.83
543,Channel-Port Aux Basques,CA,2022-05-08 23:03:49,47.5702,-59.1367,37.38,73,0,11.1
544,Osakarovka,KZ,2022-05-08 23:03:50,50.565,72.5692,40.93,43,10,10.13
545,Qasigiannguit,GL,2022-05-08 23:03:50,68.8193,-51.1922,28.65,87,4,2.66
546,Linjiang,CN,2022-05-08 23:04:51,41.8069,126.9078,52.61,41,0,0.51
547,Quatre Cocos,MU,2022-05-08 23:04:51,-20.2078,57.7625,72.09,87,26,7.9
548,Bahia Blanca,AR,2022-05-08 23:00:12,-38.7196,-62.2724,66.16,48,39,7.36
549,Aksarka,RU,2022-05-08 23:04:52,66.5606,67.7975,35.42,100,100,10.69
550,Burns Lake,CA,2022-05-08 23:00:29,54.2331,-125.7533,46.44,57,100,8.32
551,Methoni,GR,2022-05-08 23:04:53,36.8197,21.7049,55.26,73,13,5.66
552,Lasa,IT,2022-05-08 23:04:54,46.6166,10.7002,49.37,97,99,1.05
553,Amapa,BR,2022-05-08 23:04:54,1.0,-52.0,72.0,98,98,3.6
554,Miles City,US,2022-05-08 23:01:50,46.4083,-105.8406,47.37,81,100,6.91
555,Hamilton,US,2022-05-08 23:02:07,39.1834,-84.5333,69.44,51,35,4.0
556,Boende,CD,2022-05-08 23:04:55,-0.2167,20.8667,72.25,89,100,2.08
557,Juneau,US,2022-05-08 23:02:18,58.3019,-134.4197,53.1,100,29,6.71
558,Wrzesnia,PL,2022-05-08 23:04:56,52.3251,17.5652,49.55,92,13,9.35
559,Gorontalo,ID,2022-05-08 23:04:57,0.5412,123.0595,79.21,89,100,1.39
560,Marfino,RU,2022-05-08 23:04:57,55.7028,37.3822,46.35,70,0,13.42
561,Chokwe,MZ,2022-05-08 23:04:58,-24.5333,32.9833,64.45,93,69,6.51
562,Ipixuna,BR,2022-05-08 23:04:58,-1.7625,-48.8043,74.55,98,100,2.57
563,Izhma,RU,2022-05-08 23:04:59,65.0083,53.9113,46.83,79,92,9.66
564,San Andres,CO,2022-05-08 23:02:03,12.5847,-81.7006,82.67,77,25,6.29
565,Impfondo,CG,2022-05-08 23:02:19,1.6381,18.0667,74.26,83,88,2.48
566,Jiuquan,CN,2022-05-08 23:05:00,39.7432,98.5174,59.38,33,43,9.28
567,Mount Gambier,AU,2022-05-08 23:05:00,-37.8333,140.7667,49.77,76,82,4.32
568,Queanbeyan,AU,2022-05-08 23:05:01,-35.35,149.2333,54.61,82,75,5.75
569,Dhidhdhoo,MV,2022-05-08 23:05:01,6.8833,73.1,84.9,69,95,17.65
570,Boromo,BF,2022-05-08 23:05:02,11.75,-2.9333,92.14,33,20,4.61
571,Zyryanka,RU,2022-05-08 23:05:03,65.75,150.85,37.45,68,25,20.42
572,Bazaliya,UA,2022-05-08 23:05:03,49.7127,26.4733,56.86,60,100,5.21
573,Harrismith,ZA,2022-05-08 23:05:04,-28.2728,29.1295,42.24,91,68,0.92
574,Norsup,VU,2022-05-08 23:05:04,-16.0667,167.3833,80.78,61,6,13.49
575,Ormara,PK,2022-05-08 23:05:05,25.2088,64.6357,80.87,82,0,11.1
576,Londoko,RU,2022-05-08 23:05:06,49.0333,131.9833,54.19,33,6,5.7
577,Grand Forks,US,2022-05-08 23:05:07,47.9417,-97.4337,66.13,63,75,13.8
578,Abong Mbang,CM,2022-05-08 23:05:07,3.9833,13.1833,68.74,98,99,2.98
579,Portland,US,2022-05-08 23:03:11,45.5234,-122.6762,52.23,80,0,5.75
